HIDDEN LAYER COUNT h VARIATION
==============================

h = 1
-----
Step	NTK metric	Parameter perturbation L2 norm
13	0.0056554513564987911	0.0056143315805408742
14	0.0049650965515033937	0.004930672272092442
15	0.0039742261361079435	0.0039493721414396235
16	0.0034770959776802566	0.0034566181814558406
17	0.003224507809093185	0.0032059318118902208
18	0.0025249193602882199	0.0025120029422692389
19	0.0022388556581369066	0.0022279900101505653
20	0.0017746315215888169	0.0017669169989753661
21	0.0015040106696327642	0.0014980027889593965
22	0.0012682121983633666	0.0012635421328232464
23	0.0012163868295567161	0.0012119877866005422
24	0.0008213946649436464	0.00081896549085657636
25	0.00069589958587050211	0.00069400193548276295
26	0.00063731771526124421	0.00063565056250112768
27	0.00052935523611855593	0.00052809387894948176
28	0.00043607382420202194	0.00043512207635607703
29	0.00050274240727793905	0.0005016080890025065
30	0.00027102415990265186	0.00027056168319379738
31	0.00039850265614079416	0.0003977124443038488
32	0.00022063898925080936	0.00022030842572310277
33	0.00019608785784407942	0.00019580676092813146
34	0.00012109804867256	0.00012096380774261532
35	0.00020344285268409826	0.00020317794480446657
36	0.00016648533488502177	0.00016628356038135913
37	7.0332744432390044e-05	7.0275669963727901e-05
38	5.1867881531333346e-05	5.1829484756860149e-05
39	0.00011995241881243893	0.00011983841651012385
40	9.0440020167047565e-05	9.0363226380254781e-05
41	0.00014800315288721229	0.00014785262576641486
42	5.0931773354984724e-05	5.0897925396039871e-05
43	3.7165193628355646e-05	3.7144792885877074e-05
44	9.9004297808581157e-05	9.8929316275532241e-05
45	4.2793586350176415e-05	4.2769430722818343e-05
46	6.6192842633178909e-05	6.6145231507245338e-05
47	6.844210019179489e-05	6.8402283053155906e-05
48	3.2502841289849974e-05	3.2489126687247708e-05
49	6.7171763011118546e-05	6.7129406767927339e-05

h = 10
----------------------------------------
Step	NTK metric	Parameter perturbation L2 norm
0	0.024300994756239182	0.024339241133532096
1	0.024569780284724192	0.024558484762544831
2	0.024503549955120205	0.024436704822972555
3	0.023178868240548378	0.023074901659592091
4	0.021468064189637016	0.021336337013732196
5	0.019505179547213446	0.01936282708129371
6	0.018043976887984765	0.017894704404242685
7	0.016523496455502436	0.016375333834508041
8	0.014214835629625451	0.014085866293101889
9	0.012594046336574658	0.012477232629882122
10	0.011714469280766924	0.011604596101186384
11	0.009744472131797844	0.0096562826074708466
12	0.0089070571943163125	0.008827791146437388
13	0.0072240347692152998	0.007164241909296069
14	0.0066024830389865181	0.0065493020138883036
15	0.0057592971198797572	0.0057151742188842891
16	0.005092233423989314	0.0050549456382929046
17	0.0043246850710963493	0.0042950460730749838
18	0.0034695478019932998	0.0034480600459728971
19	0.0033324226886764828	0.003312243209654005
20	0.0026705904461399839	0.0026558912562898826
21	0.002452599670450039	0.0024396911513050474
22	0.0018818841992104345	0.0018731146839260388
23	0.0015022626528905156	0.0014959763252529951
24	0.001429916515712561	0.001424097625592465
25	0.00099570634953261667	0.0009922954856916937
26	0.0011251485273285258	0.001121093570475894
27	0.00088747166241158275	0.00088464206091398386
28	0.00068065466161613421	0.00067872855490547278
29	0.00065001303720845947	0.00064825201878054048
30	0.00048780688756268039	0.00048664915104735694
31	0.00052694984449047091	0.0005256837298087591
32	0.00042805978949760548	0.00042711606380198437
33	0.00038671600593111492	0.00038592591431796283
34	0.00030810584262103358	0.00030753353306054549
35	0.0002122559944890991	0.00021193134311953206
36	0.00015706933318965959	0.00015686161656450011
37	0.00029003303574513318	0.00028954614693857286
38	0.00020234522017266644	0.00020205629936217772
39	0.00016235672101069746	0.00016214165424121489
40	0.00015024034072246066	0.00015006207646227273
41	0.00015794761574188375	0.00015775914266668719
42	0.00012341299070156423	0.00012327709164818148
43	0.00018027505746837568	0.00018006271959710885
44	6.7162852731498238e-05	6.7111890070209229e-05
45	7.2603894653499405e-05	7.2545601003771711e-05
46	8.705282101587961e-05	8.6980338014723224e-05
47	8.0465068229542997e-05	8.0405932653250636e-05
48	6.723483527702936e-05	6.718280529682187e-05
49	4.3529281619135641e-05	4.3506300505428734e-05

h = 20
------
Step	NTK metric	Parameter perturbation L2 norm
0	0.02299170371122718	0.022981948865624748
1	0.021951959279876164	0.021905651768732399
2	0.02168706324989348	0.021606189089764773
3	0.020346721224901561	0.020242767483413374
4	0.018343357814971338	0.018231044658476459
5	0.017119525710168608	0.016999146762553242
6	0.015347326252170331	0.01523068447107077
7	0.014294082028547782	0.014177963480352034
8	0.012684061580210907	0.012578608307642685
9	0.011240329795151893	0.011146572342000831
10	0.010195224196841572	0.010109868289528704
11	0.0087894794780998195	0.0087180641791835996
12	0.0078245639230243753	0.0077624775843550837
13	0.0067472927476927092	0.0066961778535197351
14	0.0060687595546827944	0.006024079856351572
15	0.0053157725062770072	0.0052785090872681578
16	0.0045544783331316844	0.0045244095059744829
17	0.0040020462241617278	0.0039769881508298754
18	0.0033437430639963826	0.0033243747539838655
19	0.0029944724690702863	0.0029778930798091182
20	0.0024073932225309293	0.0023953667379122434
21	0.0021710898087511994	0.0021607278102657819
22	0.0017267582554412635	0.0017193705111520823
23	0.0015776138520141015	0.0015711360238089805
24	0.0014163339945002422	0.0014108458322646105
25	0.0011138040691179027	0.0011099507949039853
26	0.00096801322500632086	0.00096489359719371839
27	0.00073393606266179581	0.00073185967149712403
28	0.00063653810000418763	0.00063485820743415544
29	0.00054722165233588526	0.00054588212732458157
30	0.00044241572530225449	0.00044144269743650932
31	0.00057365941797655269	0.00057226140922236283
32	0.00041823181168241711	0.00041735225135796532
33	0.00030861283577463265	0.0003080568739424126
34	0.00030653528668935398	0.00030599264354274486
35	0.00026694430486900002	0.00026649870985930669
36	0.00015352630023184022	0.00015332911232153267
37	0.00016604658985512017	0.00016582772558794599
38	0.00026891162303935458	0.00026848842922035663
39	0.00015801884741072536	0.00015781953720408543
40	8.2472183507026366e-05	8.2394791748203672e-05
41	6.4602171180797269e-05	6.4552042541427793e-05
42	0.00012464411302020347	0.00012451361662280512
43	0.00017060943176590166	0.00017040764382746066
44	0.00013796637874730674	0.00013782012628332638
45	0.00010547357075400548	0.00010537843986482976
46	9.1786877619914992e-05	9.1710852021622771e-05
47	2.3808784344475226e-05	2.3797173881757099e-05
48	2.9350590800227874e-05	2.9341344062542551e-05
49	2.243050648085924e-05	2.2420296938580494e-05
